Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/03/2015","106B PEMBROKE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€567,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","114 College Square, Terenure, Dublin 6W","Dublin 6w","Dublin","€570,900.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2015","12 REDWOOD CT, BRAEMOR RD, DUBLIN 14","Dublin 14","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","134 ROEBUCK RD, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","€1,555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","136 EDENMORE AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","14 CHERRYMOUNT PARK, CIRCULAR RD NORTH, DUBLIN 7","Dublin 7","Dublin","€436,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","14 MOUNTDOWN PARK, MANOR ESTATE, DUBLIN 12","Dublin 12","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","2 CHARLESTOWN AVE, ST MARGARETS RD, DUBLIN 11","Dublin 11","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","20 HERMITAGE LAWN, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€300,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","25 The Elms, Mount Merrion Avenue, Blackrock","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","27 CASTLELANDS GROVE, HYDE RD, DALKEY","","Dublin","€444,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","27 Lindsay Road, Glasnevin, Dublin 9","Dublin 9","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","3 THE GREEN, SKERRIES ROCK, SKERRIES","","Dublin","€422,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","30 GLENBOURNE GREEN, LEOPARDSTOWN, DUBLIN 18","Dublin 18","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","33 ORPEN RISE, BLACKROCK, DUBLIN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","37 FOREST CLOSE, KINGSWOOD HEIGHTS, DUBLIN 24","Dublin 24","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","4 FORTFIELD COURT, FORTFIELD ROAD, DUBLIN 6","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","47 SALTHILL, MONKSTOWN, DUBLIN","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","5 SHANLISS ROAD, SANTRY, DUBLIN 9","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","51 THE DOCK MILL, BARROW ST, DUBLIN 4","Dublin 4","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","52 WILFIELD RD, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€865,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","55 NORTH STRAND ROAD, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
