Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/12/2015","1 KILTALAWN COTTAGES, BLESSINGTON RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","1 ST IGNATIUS AVENUE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€105,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","10 WICKLOW COURT SOUTH GRT, GEOGRES ST, DUBLIN 2","Dublin 2","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","11 FERNLEIGH DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","11 FFORSTER CRESCENT, BALLYDOWD MANOR, LUCAN","","Dublin","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","11 FFORSTER CRESCENT, BALLYDOWD MANOR, LUCAN","","Dublin","€37,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","11 GOLDSTONE COURT, CLOGHER RD, DUBLIN 12","Dublin 12","Dublin","€188,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","11 THE DRIVE, HAYDEN'S PARK, LUCAN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","111 MARYFIELD CRESCENT, DUBLIN 5, DUBLIN","Dublin 5","Dublin","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","12 GRANGE VIEW WAY, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","13 Sandford Wood, Swords, County Dublin","","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","15 Homelawn Gardens, Tallaght, Dublin 24","Dublin 24","Dublin","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","151 KYLEMORE DR, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€156,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","18 REDWOOD, HOLLYSTOWN, DUBLIN 15","Dublin 15","Dublin","€259,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","2 WESTPARK, RATHCOOLE, DUBLIN","Dublin 5","Dublin","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","22 THE BELFRY, KILBARRACK RD, KILBARRACK DUBLIN 13","Dublin 5","Dublin","€270,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/12/2015","235 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","247KILLINARDEN EST, BLESSINGTON RD, DUBLIN 24","Dublin 24","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","3 ASPEN AVE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","30 MARYFIELD CRESCENT, ARTANE, DUBLIN 5","Dublin 5","Dublin","€325,714.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","34 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE","Dublin 15","Dublin","€114,750.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","343 KILBARRACK RD, DUBLIN 5, DUBLIN","Dublin 5","Dublin","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","39A THE BEECHES, GRANGE RD, DUBLIN","Dublin 13","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","4 BURGUNDY COURT, FORSTER WAY, SWORDS","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","47 MILLTOWN HALL, MOUNT ST ANNES, DUBLIN 6","Dublin 6","Dublin","€307,643.00","No","No","Second-Hand Dwelling house /Apartment",""
