Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/08/2014","1 ASHGROVE, KILL AVENUE, DUN LAOIGHRE","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","1 GRANGE PARK DR, RAHENY, DUBLIN 5","Dublin 5","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","1 SANDYCOVE AVE WEST, SANDYCOVE, DUBLIN","","Dublin","€1,330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","1 WHITWORTH ROAD, DRUMCONDRA, DUBLIN 9","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","10 BELLGREE DR, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€236,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","10 EMBASSY LAWN, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","€820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","10 WATERSIDE WALK, SWORDS RD, MALAHIDE","","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","103 CEDAR SQ, RIDGEWOOD, SWORDS","","Dublin","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","11 GLENCAIRN HEATH, LEOPARDSTOWN, DUBLIN 18","Dublin 18","Dublin","€458,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","11 the crofton, Georges Place, dun laoghaire","","Dublin","€409,691.63","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/08/2014","12 HAZELBROOK COURT, TERENURE, DUBLIN 6W","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","127 HAMPTON WOOD COURT, HAMPTON WOOD","Dublin 11","Dublin","€117,180.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"01/08/2014","13 CARDY ROCK DRIVE, CARDY ROCK VIEW, BALBRIGGAN","","Dublin","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","130 BELGROVE PK, MOUNT PROSPECT LAWNS, CLONTARF DUBLIN 3","Dublin 3","Dublin","€354,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","138 THE COPPICE WOODFARM ACRES, PALMERSTOWN DUBLIN 20, DUBLIN","Dublin 20","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","14 Residential Units, Robswall, Malahide","","Dublin","€3,428,972.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","14 ST BRIDGETS DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","142 HOLYWELL, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","15 Hampton Wood Quay, Hampton Wood, Dublin 11","Dublin 11","Dublin","€159,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/08/2014","15 TURNAPIN COTTAGES, CLOGHRAN, DUBLIN 17","Dublin 17","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","16 ATHLUMNEY VILLAS, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","164 SKELLIG HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1","Dublin 1","Dublin","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","17 Comersford Cross, Portmarnock","","Dublin","€246,691.62","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/08/2014","18 DANESWELL RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","18 Myra Manor, Kinsealy","","Dublin","€1,481,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","18 WILLSBROOK AVE, LUCAN, DUBLIN","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","189 UPPER KILMACUD RD, STILLORGAN, DUBLIN","","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","19 THE PARK, GRANGE MANOR, LUCAN","","Dublin","€372,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","2 & 2A SEAFIELD CRESCENT, SEAFIELD ESTATE, BLACKROCK","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/08/2014","21 Linden Lea Park, Stillorgan","","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
