Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/03/2016","1 DALE DR, KILMACUD, STILLORGAN","","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","10 WALNUT RISE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","107 MOUNT ALBANY, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€370,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","121 BOULEVARD, MOUNT EUSTACE, TYRRELSTOWN DUBLIN 15","Dublin 15","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","123 CEDARBROOK AVE APTS, CHERRY ORCHARD, DUBLIN 1","Dublin 15","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","13 KEMPTON GREEN, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","136 NEWBROOK AVENUE, DONAGHMEADE, DUBLIN 13","Dublin 13","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","14 Diswellstown Close, Castleknock","Dublin 15","Dublin","€524,229.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/03/2016","141 LOWER KILMACUD RD, STILLORGAN, DUBLIN","","Dublin","€316,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","15 ORPEN RISE, STILLORGAN GROVE, STILLORGAN","","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","15 PRIORY GROVE, STILLORGAN, DUBLIN","","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","17 MELLOWES CRESCENT, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€56,666.66","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","172 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN","Dublin 4","Dublin","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","178 PARNELL STREET, CITY OF DUBLIN","Dublin 1","Dublin","€327,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","18 HOLYWELL PARK, FELTRIM RD SWORDS, DUBLIN","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","18 LEVMOSS AVENUE, THE GALLOPS, DUBLIN 18","Dublin 18","Dublin","€131,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","19 BEAUMONT CRESCENT, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","2 CLUNY PARK, KILLINEY, DUBLIN","","Dublin","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","2 diswellstown close, Hamilton park, castleknock","","Dublin","€395,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/03/2016","2 WILLOW GROVE, CLONDALKIN, DUBLIN","Dublin 22","Dublin","€229,000.00","No","No","Second-Hand Dwelling house /Apartment",""
