Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/01/2014","28 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12","","Dublin","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2014","32 KILCROSS SQ, SANDYFORD, DUBLIN 18","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2014","70 EDENMORE AVENUE, RAHENY, DUBLIN 5","","Dublin","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2014","76 CABRA DR, PHIBSBOROUGH, DUBLIN 7","","Dublin","€155,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","18 ALBERT COLLEGE CRESCENT, GLASNEVIN, DUBLIN 9","","Dublin","€257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","19 FORTFIELD DR, TERENURE, DUBLIN 6W","","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","25 BEECHLAWN AVE, WOODVILLE ESTATE, COOLOCK DUBLIN 5","","Dublin","€176,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","29 THE LODGE, GOLDENRIDGE, RUSH","","Dublin","€190,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","29 THOMAS ST (UPPER FLOORS), DUBLIN 8","","Dublin","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","34 MOUNTDOWN PARK, MOUNTDOWN EAST, TERENURE DUBLIN 12","Dublin 12","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","37 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15","","Dublin","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","55 College Square, Terenure","Dublin 6w","Dublin","€447,200.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/01/2014","80 GRANGE RD, BALDOYLE, DUBLIN 13","","Dublin","€317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2014","96 ST STEPHENS GREEN, DUBLIN 2, DUBLIN","","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","14 Clyde Lane, Ballsbridge, Dublin 4","","Dublin","€770,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","15 MOUNTJOY ST MIDDLE, BROADSTONE, DUBLIN 7","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","16 DAWSON COURT, CROSS AVE, BLACKROCK","","Dublin","€226,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","241 BELLEVUE, NEPTUNE, HOUSE ISLAND BRIDGE","","Dublin","€221,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","336, LE FANU ROAD, BALLYFERMOT DUBLIN 10","","Dublin","€52,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","44 CARROW RD, DUBLIN 12, DUBLIN","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","44 Slade Castle Avenue, Saggart","","Dublin","€163,876.65","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2014","47 WELLMOUNT CRESCENT, FINGLAS, DUBLIN","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","5 cherangani, Old Navan Road, Dublin 15","Dublin 15","Dublin","€242,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"06/01/2014","74, NORTHWAY ESTATE, FINGLAS DUBLIN 11","","Dublin","€85,510.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","76 FITZWILLIAM QUAY, RINGSEND, DUBLIN 4","","Dublin","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","8 ARDAGH AVE, BLACKROCK, DUBLIN","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2014","APT 3, THE TURRETS, 84 UPPER RATHMINES RD DUBLIN 6","","Dublin","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","1 GAZELLE LANE, TYRELLSTOWN, DUBLIN 15","","Dublin","€149,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","106 BALLYMUN RD, GLASNEVIN, DUBLIN 11","","Dublin","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","12 THE GALLOPS, MOORETOWN, SWORDS","","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","16 LIFFEY GLEN, LUCAN, DUBLIN","","Dublin","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","244 CHERRYWOOD LAWN, DUBLIN 22, DUBLIN","","Dublin","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2014","27 RADCLIFFE HALL, ST JOHNS RD, DUBLIN 4","","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
