Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/07/2014","1 HOLYWELL MEWS, SWORDS, DUBLIN","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","108 SILLOGE GARDENS, DUBLIN 11","Dublin 11","Dublin","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","12 WHITWORTH RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","14 ADELAIDE TCE, BROOKFIELD ST, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","14A ST ANTHONYS RD, RIALTO, DUBLIN 8","","Dublin","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","15 BEAUMONT COURT, BEAUMONT, DUBLIN","Dublin 9","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","16 BEVERTON COURT, DONABATE, DUBLIN","","Dublin","€121,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","16 MARLFIELD COURT, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","2 Griffeen Glen Drive, Lucan, County Dublin","","Dublin","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","21 BRIGHTON SQ, BRIGHTON RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€713,625.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","21 LIBERTY COURT, LOWER CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","22 FOXFORD COURT, BALLYOWEN LANE, LUCAN","","Dublin","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","22 LOWER RATHMINES ROAD, RATHMINES, DUBLIN 6","","Dublin","€767,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","23 TOWER HALL, MAIN ST, SWORDS","","Dublin","€154,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","29 WOODLANDS RD DUN LAOGHAIRE, DUN LAOGHAIRE, DUBLIN","","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","31 CLANCARTHY RD, DONNYCARNEY, DUBLIN 5","Dublin 5","Dublin","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","34 SILLOGEGARDENS, BALLYMUN, DUBLIN","","Dublin","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","4 Heathfield Terrace, Cappagh","Dublin 11","Dublin","€50,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"01/07/2014","4 ST ANTHONYS RD, RIALTO, DUBLIN 8","","Dublin","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","4 Verner Lane, Belmont, Aiken's Vollage  Stepaside","","Dublin","€365,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/07/2014","44 WHITEBROOK PK, SPRINGFIELD TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","49 MARLFIELD CLOSE, TALLAGHT DUBLIN 24, DUBLIN","Dublin 24","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","503 LONGBOAT QUAY SOUTH, BLOOD STONEY ROAD, DUBLIN 2","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2014","52 ADELAIDE ROAD, GLENAGEARY, CO. DUBLIN","","Dublin","€628,000.00","No","No","Second-Hand Dwelling house /Apartment",""
