Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/06/2014","20 Castlepark Residence, Castlepark Road, Sandycove","","Dublin","€317,181.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/06/2014","10 A CORKE ABBEY, BRAY, WICKLOW","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","104 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","11 MAPAS AVE, DALKEY, DUBLIN","","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","11 ST BRIGIDS CLOSE, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","15 COLLEGE ST, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","152 BELFRY HALL, CITYWEST, DUBLIN 24","","Dublin","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","17 MERRION STREET UPPER, DUBLIN 2","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","18 Inglewood Close, Clonsilla","Dublin 15","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","2 WATKINS BUILDINGS, THE COOMBE, DUBLIN 8","Dublin 8","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","24 THE HOLLY, BLOCK 8 RIVERSDALE, ROCKFIELD DUNDRUM DUBLIN 14","Dublin 15","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","25 BARTON RD WEST, RATHFARMHAM, DUBLIN 16","Dublin 14","Dublin","€576,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","27 THE GALLERY, TURVEY WALK, DONABATE","","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","28 RATHGAR AVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","29 Kilkee House, Clare Village, Coolock","Dublin 17","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","3 Marino Mart, Fairview","Dublin 3","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","3 THE GLEBE CLOSE, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","31 PREMIER SQ, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","34 RIBH AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","35 THE HEIGHTS, WOODPARK, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€387,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","4 BELGARD CLOSE, KINGSWOOD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","40 EDENMORE GARDENS, RAHENY, DUBLIN 5","Dublin 5","Dublin","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","45 TEMPLEVILLE RD, TEMPLEOGUE, DUBLIN 6W","","Dublin","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","6 BRIARLY COURT, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€254,375.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","6 SEAGRAVE DRIVE, FINGLAS, DUBLIN 11","","Dublin","€144,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","60 CLAREMONT CT, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","70 KILFENORA RD, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","85 KILTALOWN ROAD, JOBSTOWN, TALLAGHT","Dublin 24","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","9 HENRIETTA HALL, HENRIETTA STREET, DUBLIN 1","","Dublin","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","9 KELLYS BAY TIDE, SKERRIES, DUBLIN","","Dublin","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","9 ST PAULS TERRACE, GLASTHULE, DUBLIN","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","98 Trees Road, Mount Merrion","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","APARTMENT 6, THE FOUNDRY, BEAVER STREET","","Dublin","€77,064.73","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","THE CAPTAINS, CORRS LANE, GOLF RD","","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","WILMONT LODGE, WILMONT AVENUE, SANDYCOVE","","Dublin","€692,222.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2014","Wyngate, Church Road, Malahide","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","1 TEMPLE GROVE HOUSE, TEMPLE ROAD, BLACKROCK","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","10 ROSELAWN DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€275,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","11 ST ANNES AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","118 THE KILNS, STATION RD, PORTMARNOCK","Dublin 13","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","12 THOMAS DAVIS ST WEST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","13 ST FINTAN TERRACE, CABRA, DUBLIN 7","Dublin 7","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","13 VERDMONT, SNUGBOROUGH RD EXTENSION, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","15 FERNCOURT GREEN, BALLYCULLEN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","2 FINGLAS WOOD RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","2 TEMPLE GROVE HOUSE, TEMPLE ROAD, BLACKROCK","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","237 SWORDS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","28 HAZELBROOK, UPPER KILMACUD RD, DUBLIN 14","Dublin 14","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","29 WILLOW DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","3 TEMPLE GROVE HOUSE, TEMPLE ROAD, BLACKROCK","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","4 TEMPLE GROVE HOUSE, TEMPLE ROAD, BLACKROCK","","Dublin","€129,551.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","48 BALLYTORE RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","48 MONASTERY PARK, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","4A SAINT FINTANS VILLAS, KILL OF THE GRANGE, BLACKROCK","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","50 EAST WALL RD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","54 PINE GROVE PARK, SWORDS, DUBLIN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","56 ferndale avenue, finglas, dublin 11","Dublin 11","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","6 Castlegate Rise, Castlegate, Adamstown","","Dublin","€193,833.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/06/2014","6 CLAREMONT VILLAS, GLEANAGEARY, DUBLIN","","Dublin","€1,002,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","63 SHREWSBURY LAWN, CABINTEELY, DUBLIN 18","Dublin 18","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","8 WOODAVENS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","83 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€595,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","86 DEAN SWIFT RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€249,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","APT 37, SMITHFIELD LOFT, NORTH KING ST DUBLIN 7","Dublin 7","Dublin","€101,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","Apt 53 Derrynane Square, Off Lower Dorset Street","Dublin 7","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","MOUNTCARMEL, 1MOYLEPARK, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2014","Rockmahon, Newtownpark Avenue, Blackrock","","Dublin","€935,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","1 MOUNT CARMEL PARK, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","1 THE COPSE, WOODPARK, BALLINTEER","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","10 STREAMSTOWN WOOD, STREAMSTOWN LANE, MALAHIDE","","Dublin","€1,050,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","11 ABALONE, THE GRANGE, BREWERY RD","","Dublin","€286,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","140 Hampton Wood Road, Hampton Wood","Dublin 11","Dublin","€143,613.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/06/2014","145 BALLYGALL PARADE, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","148 KILLALA RD, CABRA WEST, DUBLIN","Dublin 7","Dublin","€181,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","15 MAGENNIS SQ, PEARSE ST, DUBLIN 2","Dublin 2","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","17 WHITWORTH RD, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","2 BOTANIC VILLAS, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","2 KILGOBBIN LAWN, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€741,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","20 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13","","Dublin","€285,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","22A GRANGE PARK, BALDOYLE, GRANGE PARK","Dublin 13","Dublin","€372,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","24 MOY GLAS GROVE, LUCAN, DUBLIN","","Dublin","€239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","25 THE VILLAGE GATE, DALKEY, DUBLIN","","Dublin","€690,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","27 DRUMARTIN PARK, GOATSTOWN, DUBLIN 14","","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","27 SANDYFORD DOWNS, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2014","29/30 MAIN STREET, CHAPELIZOD, DUBLIN 20","","Dublin","€180,600.00","No","No","Second-Hand Dwelling house /Apartment",""
