Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/12/2014","1 Cairnbrook Avenue, Cairnbrook, Carrickmines","Dublin 18","Dublin","€616,740.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/12/2014","10 THORNLEIGH, RUSH, DUBLIN","","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","11 ARANLEIGH GARDENS, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","11 LARCH WOOD, WOODLAWN AVE, CLONSHAUGH DUBLIN 17","Dublin 17","Dublin","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","11 LAURELTON, BUSHY PARK RD, RATHGAR DUBLIN 6","Dublin 6","Dublin","€720,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","11 PINEWOOD GR, Glasnevin, DUBLIN 11","Dublin 11","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","116 MULVEY PARK, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","117 STELLA GARDENS, IRISHTOWN, DUBLIN 4","","Dublin","€316,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","12 WARRENSTOWN PLACE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","124 ASHFIELD RISE, BALBRIGGAN, DUBLIN","","Dublin","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2014","15 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES DUBLIN 6","Dublin 6","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
