Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/10/2015","1 BROOKDENE, SHANGANAGH ROAD, SHANKILL","Dublin 18","Dublin","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","10 HOLYWELL DALE, FELTRIM RD, SWORDS","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","106 ESKER MANOR, LUCAN, DUBLIN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","109 NEWTOWN COURT, BELCAMP LANE, COOLOCK","","Dublin","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","110 WESBURY, STILLORGAN, DUBLIN","","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","12 Chapel Hill, Chapelizod","Dublin 20","Dublin","€317,054.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/10/2015","123 WINTER GARDEN, PEARSE ST, DUBLIN 2","Dublin 2","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","13 ALL HALLOWS SQ, GRIFFITH AVE, DRUMCONDRA DUBLIN 9","Dublin 9","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","13 BERWICK HALL, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€10,158.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","13 MARTELLO COURT, PORTMARNOCK, CO. DUBLIN","","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","13 The Fulmar, Barnageeragh Cove, Skerries","","Dublin","€268,150.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/10/2015","15 ST MARYS AVE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","158 Rialto Cottages, Rialto, Dublin 8","Dublin 8","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","166 BURNELL SQUARE, NORTHERN CROSS, MALAHIDE ROAD","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","18 BELARMINE PLACE, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","18 CHERRYFIELD AVE UPPER, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€632,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","19 IVEAGH GARDENS, CRUMLIN RD, DUBLIN 12","Dublin 12","Dublin","€195,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","19 ST JOSEPHS RD, AUGHRIM ST, DUBLIN 7","Dublin 7","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","192 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","2 SILCHESTER WOOD, GLENAGEARY, DUBLIN","","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","2 WEAVERS HALL, LEVMOSS PARK, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","205 BRIARWOOD LAWN, MULHUDDART, DUBLIN","Dublin 15","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","23 ASHFIELD COURT, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","23 CEDARWOOD PARK, GLASNEVIN NORTH, DUBLIN 11","Dublin 11","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","24 BROADFIELD HALL, TALLAGHT CROSS, DUBLIN 24","Dublin 24","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","24 HAMPTON WOOD GREEN, JAMESTOWN RD, FINGLAS DUBLIN 11","Dublin 11","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","25 ALDERWOOD, HOLLYSTOWN, DUBLIN","Dublin 15","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","26 GROVE PARK, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","29 FRIARSLAND RD, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€745,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","3 Beresford Road, Donabate","","Dublin","€290,748.89","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/10/2015","3 WATERSIDE VIEW, WATERSIDE SWORDS RD, MALAHIDE DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","30 Belfry Square, Citywest Road","Dublin 24","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","30 CEDAR VIEW, RIDGEWOOD, SWORDS","","Dublin","€327,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","30 CEDARHURST RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
