Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/11/2015","1 LIMEKILN CT, ST JAMES RD, DUBLIN 12","Dublin 12","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","11 CORRIG HALL, TICKNOCK HILL, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€262,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","12 KNOCKCULLEN PARK, TEMPLEOGUE, DUBLIN 16","Dublin 16","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","12 MOUNT SYMON CRESCENT, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","120 WHITECLIFF, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","139 BELFRY HALL, CITYWEST RD, CITYWEST","Dublin 24","Dublin","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","18 The Avenue, Robswall, Malahide","","Dublin","€726,872.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/11/2015","2 Camden Villas, Camden Street","Dublin 2","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","2 DUNSINK GREEN, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","2 LIMEKILN CT, ST JAMES RD, DUBLIN 12","Dublin 12","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","21 DARGLE WOOD, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","231 GLASNEVIN AVE, GLASNEVIN, DUBLIN","Dublin 11","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","24 ASHTON AVE, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","28 BARNWALL COURT, BREMORE, BALBRIGGAN","","Dublin","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","3 CLONARD CLOSE, SANDYFORD, DUBLIN 16","Dublin 16","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","3 LIMEKILN CT, ST JAMES RD, DUBLIN 12","Dublin 12","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","31 GLENMUCH, DUBLIN 18, DUBLIN","Dublin 18","Dublin","€5,953.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","36 DRYNAM AVE, KETTLES LANE, KINSEALY","","Dublin","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","36 FOXROCK GREEN, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","39 OAKDALE DR, DUN LAOGHAIRE, DUBLIN","","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","4 LIMEKILN COURT, WALKINSTOWN, DUBLIN 12","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","4 MOY GLAS VIEW, LUCAN, DUBLIN","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","42 Rochdale, Honeypark, Dun Laoghaire","","Dublin","€153,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/11/2015","42 Stillorgan Park, Blackrock, Co. Dublin","","Dublin","€1,400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","49  WYCKHAM POINT, WYCKHAM WAY, DUNDRUM","Dublin 16","Dublin","€123,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","5 DALETREE PARK, BALLYCULLEN, KNOCKLYON DUBLIN 24","Dublin 24","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","5 LIMEKILN COURT, LIMEKILN GREEN, WALKINSTOWN","Dublin 12","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","54 Ardcollum Avenue, Artane","Dublin 5","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","6 LIMEKILN COURT, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","6 ST AUBYNS COURT, SHANGANAGH RD, KILLINEY","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","67 BLOCK B THE WINDMILL APTS, WINDMILL LANE, DUBLIN 2","","Dublin","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","7 LIMEKILN CT, ST JAMES RD, DUBLIN 12","Dublin 12","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","8 LIMEKILN COURT, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","84 PRIORY AVE, BLACKROCK, DUBLIN","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","APT 14, RIVERWOOD, RICHMOND RD DUBLIN 9","Dublin 3","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","Apt 47 White Oaks, Clonskeagh","Dublin 14","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","Carrig, 13 Homeleigh, Porterstown","Dublin 15","Dublin","€1,260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/11/2015","Esker, 8 Ardagh Park Gardens, Blackrock","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2015","10 Drury Mills, Saggart","","Dublin","€279,735.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
