Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/02/2014","ROYAL TERRACE HOUSE, ROYAL TERRACE, DUN LAOGHAIRE","","Dublin","€1,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","1 Peyton Close, Stoney Road, Rathcoole","","Dublin","€273,412.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/02/2014","10 BALLYSHANNON AVE, KILMORE, DUBLIN 5","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","124 CLONLIFFE AVE, DRUMCONDRA, DUBLIN 9","Dublin 3","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","13 ALDERWOOD GREEN, SPRINGFIELD, TALLAGHT DUBLIN 24","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","13 BOOLAVOGUE RD, EAST WALL, DUBLIN 3","","Dublin","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","14 OAK VIEW, SANTRY, DUBLIN 9","","Dublin","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","16 ASPEN LAWN, CLONSILLA, DUBLIN 15","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","168 MCKEEAVE, FINGLAS EAST, DUBLIN 11","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","17 ELLENSBOROUGH LODGE, KILTIPPER, TALLAGHT DUBLIN 24","","Dublin","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","17 ELM COURT, MERRION RD, BALLSBRIDGE DUBLIN 4","","Dublin","€152,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","17 HOLLYBANK RD, DRUMCONDRA, DUBLIN 9","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","18 Railway Cottages, Serpentine Avenue, Sandymount","Dublin 4","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","19 KILCROSS CRESCENT, SANDYFORD, DUBLIN 18","","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","2 AUSTINS COTTAGES, DUBLIN 3, DUBLIN","","Dublin","€90,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","2 FINNSGREEN, FINNSTOWN CLOISTERS, LUCAN","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","23 DURHAM RD, SANDYMOUNT, DUBLIN 4","","Dublin","€721,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","23A ROSTREVOR RD, RATHGAR, DUBLIN 6","","Dublin","€1,060,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","25 CEDAR GROVE, RIDGEWOOD, FORREST ROAD  SWORDS","","Dublin","€262,200.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/02/2014","28 THE PADDOCKS, HYBREASAL, KILMAINHAM DUBLIN 8","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","29 WILLSBROOK DR, LUCAN, DUBLIN","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","32A TREEPARK CLOSE, KILNAMANAGH, TALLAGHT DUBLIN 24","","Dublin","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","36, BALLYFERMOT PARADE, BALLYFERMOT DUBLIN 10","Dublin 10","Dublin","€52,525.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","4 HARMONY COURT, HARMONY AVE, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","41 TURVEY PARK, DONABATE, DUBLIN","","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2014","5 PRIORY STREET, CLONGRIFFIN","Dublin 13","Dublin","€230,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
