Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"03/03/2014","1 THE WAY, SKERRIES ROCK, SKERRIES","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","102 AYLMER RD, NEWCASTLE, DUBLIN","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","102 DORSET ST UPPER, DUBLIN 1","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","114  115 and 116 THOMAS ST, DUBLIN 8","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","133 SYCAMORE HOUSE, MESPIL ESTATE, SUSSEX RD DUBLIN 4","","Dublin","€174,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","137 ADELAIDE SQUARE, WHITEFRIAR STEET, DUBLIN 8","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","139 Blackhall Square, Smithfield","Dublin 7","Dublin","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","15 TORCAILLI, PORTMARNOCK, CO DUBLIN","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","153 THE NORTHUMBERLANDS, LOWER MOUNT STREET, DUBLIN 2","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","17B OLD COTTAGES, RAFFERS ROAD, DRIMNAGH","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","2 BRABAZON SQ, DUBLIN 8, DUBLIN","","Dublin","€133,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","21 KIMMAGE GROVE, DUBLIN 6W, DUBLIN","","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","26 DUNSAGHLY PARK, RATHOATH RD, DUBLIN 11","","Dublin","€136,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","27 BALALLY AVE, DUNDRUM DUBLIN 16, DUBLIN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","3 Carrickbrack Heath, Sutton, Dublin 13","Dublin 13","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","30 Raymond Street, South Circular Road","Dublin 8","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","31 BOROIMHE BEECH, SWORDS, DUBLIN","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","42 CARLINGFORD RD, DRUMCONDRA, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","63 WILFIELD RD, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","64 EARLSFORT RD, LUCAN, DUBLIN","","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","7 DEVITT VILLAS, GLASTHULE, DUBLIN","","Dublin","€528,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","7 The Starlings, Shanganagh Road, Shankill","","Dublin","€312,775.33","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2014","81 NAAS RD, BLUEBELL, DUBLIN 12","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","90 BALLSBRIDGE WOOD, SHELBOURNE RD, BALLSBRIDGE DUBLIN 4","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","AISLING, CHURCH ST FINGLAS, DUBLIN 11","","Dublin","€63,333.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","APT 25 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2014","No. 4 King Street, Park Edge, Clongriffin","Dublin 13","Dublin","€198,237.89","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2014","10 Knockcree, Glenamuck Road, Carrickmines","","Dublin","€466,961.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/03/2014","10, FINNEBER FORT, FINGLAS DUBLIN 11","","Dublin","€86,626.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/03/2014","13 Broadfield Lawns, Broadfield Manor, Rathcoole","","Dublin","€250,850.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/03/2014","133 Westend Villlage, Snugborough Road, Blanchardstown","Dublin 15","Dublin","€127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2014","14 O LEARY RD, INCHICORE, DUBLIN 8","","Dublin","€189,250.00","No","No","Second-Hand Dwelling house /Apartment",""
