Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/04/2014","11 FORTFIELD PARK, TERENURE, DUBLIN 6W","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","147 BELLEVUE, ISLANDBRIDGE, DUBLIN 8","Dublin 8","Dublin","€182,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","15 Forge View, The Forge, Lusk","","Dublin","€180,617.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2014","17 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE","","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","17 TRAVERSLEA WOODS, LOWER GLENGEARY ROAD, DUN LAOGHAIRE","","Dublin","€370,044.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2014","2 Booterstown Avenue, Booterstown","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","2 DONORE ROAD, SOUTH CIRCULAR ROAD, DUBLIN 8","Dublin 8","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","21 LONGWOOD AVE, SOUTH CIRCULAR RD, PORTOBELLO","Dublin 8","Dublin","€720,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","25 Castlewood Avenue, Rathmines","Dublin 16","Dublin","€929,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","25 SHANLISS RD, SANTRY, DUBLIN 9","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","27 KINGS AVE, BALLYBOUGH, DUBLIN 3","Dublin 3","Dublin","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","3 Castlegate Rise, Castlegate Rise, Adamstown","","Dublin","€184,245.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2014","30 HARDEBECK AVE, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","31 FLORAVILLE AVE, CLONDALKIN DUBLIN 22, DUBLIN","","Dublin","€294,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","4 Belmont Drive, Belmont  Aikens Village, Stepaside","","Dublin","€312,775.33","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2014","4 Claremont Avenue, Honeypark, Dun Laoghaire","","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/04/2014","44 HAROLD RD, MANOR ST, DUBLIN 7","Dublin 7","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","5 GARDINER STREET UPPER, DUBLIN 1","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","52 LISMORE RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","54 Hazelbrook Road, Terenure, Dublin6W","","Dublin","€608,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","56 ADMIRAL PARK, BALDOYLE, DUBLIN 13","","Dublin","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","7 ROLLINS VILLAS, SALLYNOGGIN, DUN LAOGHAIRE","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","9 LISSENFIELD, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€166,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","94 GRANITEFIELD, ROCHESTOWN AVE, DUN LAOGHAIRE","","Dublin","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","APT 10, BELFORT COURT, SYDENHAM VILLAS DUBLIN 14","Dublin 14","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","APT 56, THE PHOENIX, RIVERPARK APTS DUBLIN 8","Dublin 8","Dublin","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","APT 68, ST GABRIELS, JOHNSTOWN RD DUBLIN 18","Dublin 18","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2014","No. 8 Brandon Square, Waterville, Blanchardstown","Dublin 15","Dublin","€242,290.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2014","12 CASTLELAND PARK AVE, BALBRIGGAN","","Dublin","€185,022.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2014","123 KEEPER RD, DUBLIN 12, DUBLIN","","Dublin","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","13 BOROIMHE OAKS, SWORDS, DUBLIN","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","13 GRANGE COURT APARTMENTS, STANHOPE STREET, DUBLIN 7","Dublin 7","Dublin","€82,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","15 ROSELAWN, BALLYDOWD, LUCAN","","Dublin","€266,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","15 THE PARK, SKERRIES ROCK, SKERRIES","","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","15 WOODSIDE, BALKILL, HOWTH","Dublin 13","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","2 Geraldine Terrace, Milltown Road, Dublin 6","Dublin 6","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","2 GREENFORT LAWNS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","2 HEATHER VIEW, FOREST ROAD, SWORDS","","Dublin","€365,639.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/04/2014","2 Stiles Court, Stiles Road, Clontarf","Dublin 3","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","24 BROOMBRIDGE RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","28 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin","€171,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","3 Dartmouth Terrace, Ranelagh","Dublin 6","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","30 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","31 SHANOWEN RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€221,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","37 WOODBANK AVE, VALLEY PARK, FINGLAS DUBLIN 11","Dublin 11","Dublin","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","39 ROSEMOUNT, DUNDRUM, DUBLIN 16","Dublin 14","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","413 PEARSE VILLAS, SALLYNOGGIN, DUNLAOHGAIRE","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","42 AIRPARK AVE, STOCKING LANE, RATHFARNHAM DUBLIN 16","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2014","46 HAMMOND ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
