Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/02/2015","65 BALFE AVE, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€209,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","1 Hillcrest, St Brigids Church Road, Stillorgan","","Dublin","€524,229.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2015","108 Clonliffe Avenue, Ballybough, Dublin 3","Dublin 3","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","11 SHERLOCK TERRACE, SKERRIES, DUBLIN","","Dublin","€635,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","126 CASTLECOURT, KILGOBBIN WOODS, STEPASIDE","Dublin 18","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","13 MONALOE DRIVE, DEANSGRANGE, BLACKROCK","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","13 THORNVILLE ROAD, KILBARRACK, DUBLIN 5","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","15 THE COURTYARD, CLONSILLA, DUBLIN 15","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","161 CEANNT FORT, MOUNT BROWN, DUBLIN 8","Dublin 8","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","19 ASH ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","21 THE OAKS, RIDGEWOOD, FOREST RD","","Dublin","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","22 COLLINS PARK, COLLINS AVE, DUBLIN 9","Dublin 9","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","25 Slade Castle Walk, Saggart","","Dublin","€135,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2015","25 Southdene, Monkstown Valley, Monkstown","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","27 EDENMORE GROVE, RAHENY, DUBLIN 5","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","31 THE CRESCENT, LARCH HILL, SANTRY","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","32 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€277,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","37 BAYSIDE SQ EAST, SUTTON, DUBLIN 13","Dublin 13","Dublin","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","37 KILLESTER PARK, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","42 WYCKHAM PLACE, WYCKHAM BYPASS, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","42 YELLOW MEADOWS DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","44 CROMLECH FIELDS, LOUGHLINSTOWN, DUBLIN","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","5 The Apex, Kilmainham Lane","Dublin 8","Dublin","€295,550.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2015","52 FAIRVIEW CLOSE, RICHMOND AVE, FAIRVIEW DUBLIN 3","Dublin 3","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","6 Boyd Avenue, Honeypark, Dun Laoghaire","","Dublin","€645,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2015","61 Seabrook, Brook Lane, Rush","","Dublin","€224,670.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2015","61 ST SAMSONS SQ, BALGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","69 TEMPLEVILLE RD, TERENURE, DUBLIN 6W","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","73 FORBES QUAY, DUBLIN","Dublin 2","Dublin","€422,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","76 Castleway, Golden Lane, Dublin 8","Dublin 8","Dublin","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","8 ARDBEG CRESCENT, ARTANE, DUBLIN 5","Dublin 5","Dublin","€335,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","8 bracken Park drive, castleknock","Dublin 15","Dublin","€682,819.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/02/2015","9 MANOR HALL, MOUNT BROWN, DUBLIN 8","Dublin 8","Dublin","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","90 GEORGES AVE, BLACKROCK, DUBLIN","","Dublin","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","Apartment 9  Lagan House, Custom House Quay, IFSC","Dublin 1","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","APT 4, 21-22 LOWER DORSET ST, DUBLIN 1","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","APT 5, 6 USHERS QUAY, DUBLIN 8","Dublin 8","Dublin","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","COLDWINTERS, BALLYBOUGHAL, DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","10 Applewood Grove, Applewood, Swords","","Dublin","€56,629.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","11 BEVERTON GARDENS, BEVERTON, DONABATE","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","11 Tournville Lodge, Church Lane, Rathfarnham","Dublin 14","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","112 MELLOWES RD, FINGLAS DUBLIN 11, DUBLIN","Dublin 11","Dublin","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","13 HYACINTH ST, NORTH STRAND, DUBLIN 3","Dublin 3","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","13 South Circular Road, Dublin 8","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","131 TONLEGEE RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","14 Hollywell Manor, Swords","","Dublin","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","15 ADAIR, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","16 ABBEYFIELD, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","16 Cremona Road, Ballyfermot","Dublin 10","Dublin","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","16 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","18 RATHMINES WOOD, ARDEE RD, RATHMINES DUBLIN 6","Dublin 6","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","19 BELFRY CRESCENT, CITYWEST, DUBLIN 24","Dublin 24","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","2 GREENDALE AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
