Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/09/2015","1 GARVILLE TERRACE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€770,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","1 RIDGEWOOD COURT, FOREST RD, SWORDS","","Dublin","€245,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","105 WESBURY, STILLORGAN, DUBLIN","","Dublin","€740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","11 OFFINGTON AVE, SUTTON, DUBLIN 13","Dublin 13","Dublin","€870,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","110 SEAMOUNT APTS, STILLORGAN RD, BOOTERSTOWN","Dublin 4","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","12 MARLFIELD PLACE, KILTIPPER WAY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","13 Castlefield Green, Knocklyon","Dublin 16","Dublin","€314,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","14 AINNINN DR, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","14 BENEAVIN PARK, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","14 MONASTERY GATE GREEN, MONASTERY GATE, MONASTERY RD DUBLIN 22","Dublin 22","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","14 RING TERRACE, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","14 terenure Rd East, Dublin 6w","Dublin 6w","Dublin","€940,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/09/2015","149 WOODLAWN PARK GROVE, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","€361,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","15 MOLESWORTH CLOSE, KNOCKSEDAN, SWORDS","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","167A FOXROCK CLOSE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","174 GALTYMORE RD, DRIMNAGH, DUBLIN 8","Dublin 12","Dublin","€123,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","20 ROSSE COURT RISE, BALGADDY RD, LUCAN","","Dublin","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","21 CHURCH AVE, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","23 TEMPLE HALL, PARNELL ST, DUBLIN 1","Dublin 1","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","235 CARRINGTON PARK, NORTH WOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","25 BARCLAY COURT, BLACKROCK, DUBLIN","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","26 MAYWOOD LAWN, RAHENY, DUBLIN 5","Dublin 5","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","28 HAMILTON STREET, DUBLIN 8","","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","29 Seamount View, Swords, Co. Dublin","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","33 CHERRYWOOD, LOUGHLINSTOWN","","Dublin","€82,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","34 AVOCA PARK, BLACKROCK, DUBLIN","","Dublin","€1,017,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","48 AUGHRIM STREET, DUBLIN 7","","Dublin","€402,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","5 BROOKLAWN AVE, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","5 THE FRIARY, CECILIA ST, TEMPLE BAR DUBLIN 2","Dublin 2","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","51 BAYSIDE SQ SOUTH, SUTTON, DUBLIN 13","Dublin 13","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","527 HOWTH RD, RAHENY, DUBLIN","Dublin 5","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","58 BREMORE PASTURES CRESCENT, BALBRIGGAN, DUBLIN","","Dublin","€133,000.00","No","No","Second-Hand Dwelling house /Apartment",""
