Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"03/08/2015","26 WYCKHAM PLACE, WYCKHAM BYPASS, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€427,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","1 ADELAIDE, STRAND RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","€110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","1 HUNTSTOWN GROVE, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","10 BETTYSTOWN AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","10 LANDSCAPE AVENUE, CHURCHTOWN, DUBLIN 14","","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","104 Belmont Park, Raheny, Dublin 5","Dublin 5","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","107 BALLINTYRE SQUARE, BALLINTEER AVE., DUBLIN 16","Dublin 16","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","11 BEECHDALE AVE, BALLYCULLEN, FIRHOUSE DUBLIN 24","Dublin 24","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","11 Woodfield Place, Inchicore","Dublin 10","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","12 PARKHOUSE, PALMERSTON RD, DUBLIN 6","Dublin 6","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","128 RIALTO COTTAGES, RIALTO, DUBLIN 8","Dublin 8","Dublin","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","13 THE CEDAR, PARKVIEW, SETPASIDE DUBLIN 18","Dublin 18","Dublin","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","15 St. Brigid's Lawn, Killester","Dublin 5","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","156 WHITEHALL RD WEST, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","180 CHARLOTTE QUAY DOCK, RINGSEND RD, DUBLIN 4","Dublin 4","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","2 LISSADEL PARK, SEABURY, MALAHIDE","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","2 MOUNTFIELD LODGE, MALAHIDE, DUBLIN","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","2 Wellfield, Churchtown","Dublin 14","Dublin","€691,629.27","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/08/2015","21 SALTHILL APTS, MONKSTOWN, DUBLIN","","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","22 ROCKFORD MANOR, BLACKROCK, DUBLIN","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","220 LARAGHCON, LUCAN, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","27 Fairhaven Avenue, Castleknock Road, Castleknock","Dublin 15","Dublin","€440,528.63","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/08/2015","3 CORRIG PARK, DUN LAOGHAIRE, DUBLIN","","Dublin","€551,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","3 Henrietta Street, Dublin","","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","3 ROSARY TERRACE, IRISHTOWN, DUBLIN 4","Dublin 4","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","3 WARWICK TERRACE, SALLYMOUNT AVE, RANELAGH DUBLIN 6","Dublin 6","Dublin","€1,355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","32 DE VESCI HOUSE, LONGFORD PLACE, DUN LAOGHAIRE","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","4 Daletree Park, Ballycullen Road","Dublin 24","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","4 GRAFTON, 31-33 MERRION ROAD, BALLSBRIDGE","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","42 ORPEN GREEN, STILLORGAN, BLACKROCK","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","5 LANSDOWNE CRESCENT, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","5 MOUNT DRUMMOND SQ, DUBLIN 6, DUBLIN","Dublin 6","Dublin","€383,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","52 STRATTON GROVE, ADAMSTOWN, LUCAN","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","63 Maple Drive, Castleknock","Dublin 15","Dublin","€300,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/08/2015","72 TURRET RD, PARMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€192,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","9 CHERRYWOOD VILLAS, CLONDALKIN, DUBLIN","Dublin 22","Dublin","€156,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","ROGANSTOWN, SWORDS, DUBLIN","","Dublin","€399,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","1 RIVERSTOWN HOUSE, SPENCER DOCK, I F S C DUBLIN 1","Dublin 1","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","11 MOUNTAIN VIEW DR, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","13 ROCHDALE, HONEY PARK, KILL AVENUE","Dublin 15","Dublin","€153,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","13 STATION HOUSE, SEABROOK MANOR, STATION RD","Dublin 13","Dublin","€332,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","14 FAWN LODGE, CASTLEKNOCK RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","14A Main Street, Rush","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","15 Dunard, Swords Road, Malahide","","Dublin","€413,215.85","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/08/2015","17 MILLCOURT AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","18 MULDOWNEY COURT, MALAHIDE, DUBLIN","","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","19 GRANGE TERRACE, BLACKROCK, CO DUBLIN","","Dublin","€392,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","24 ALL SAINTS RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","24 Longwood Park, Rathfarnham, Dublin 14","Dublin 14","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","269 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€184,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","28 Colepark Green, Ballyfermot","Dublin 10","Dublin","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","28 CURRAGH HALL CRESCENT, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","37 LIBERTY COURT, LR CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","38 WILLOW FIELD, PARK AVE, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","4 Coill Dubh Avenue, Coill Dubh, Malahide","","Dublin","€577,092.51","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/08/2015","41 Inglewood Drive, Clonsilla","Dublin 15","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","46 CARNE COURT, HUNTSTOWN, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","47 Monasterboice Road, Crumlin, Dublin 12","Dublin 12","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","48 HAMPTON COURT, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","48 NEWTOWN COURT, MALAHIDE RD, DUBLIN 17","","Dublin","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","4A HERBERT PARK, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€720,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","5 King Street, Clongriffin, Dublin 13","Dublin 13","Dublin","€249,093.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/08/2015","50 WYATTVILLE PARK, LOUGHLINSTOWN, DUN LAOGHAIRE","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","59 COOLEY RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","6 RUSH ROAD, HOLMPATRICK, SKERRIES","","Dublin","€300,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","6 Wavendon, 69 Northumberland Road, Ballsbridge","Dublin 4","Dublin","€487,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","63 Coolgreena Road, Beaumont","Dublin 5","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","68 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2","Dublin 2","Dublin","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","7 BRENT HOUSE, REDCOURT OAKS, SEAFIELD RD EAST DUBLIN 3","Dublin 3","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
