Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"03/05/2010","119 Ballymun Road, Glasnevin, Dublin 9","","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/05/2010","33  Temple View Avenue, Clare Hall","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/05/2010","apt. 403 cowper downs, rathmines","Dublin 6","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/05/2010","AVALON, 64 Upper Albert Road, Glenageary","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","'Allendale', 66 Highfield Road, Rathgar","Dublin 6","Dublin","€2,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","10 Colthurst Road, Lucan","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","13 BELARMINE HALL, BELARMINE, STEPASIDE","Dublin 18","Dublin","€220,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/05/2010","131 Cherry Avenue, Rivervalley, Swords","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","14  Sherlock Park, Skerries","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","15 Mount Prospect Drive, Clontarf","Dublin 3","Dublin","€522,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","154 McKee Avenue, Finglas  Dublin 11","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","17 Bishops Orchard, Tyrrelstown","Dublin 15","Dublin","€247,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","171 Elm Mount Road, Beaumont, Dublin 9","Dublin 9","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","20 Linnetfield Rise, Castaheany  Dublin 15","","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","23 BALLYNAKELLY GREEN, NEWCASTLE, CO DUBLIN","","Dublin","€211,925.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/05/2010","25 Ravenswood Crescent, Clonsilla","Dublin 15","Dublin","€225,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","28 Cooley Road, Drimnagh","","Dublin","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","29 Milltown Avenue, Mount St. Anne's, Milltown","Dublin 6","Dublin","€731,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","3 Foxborough Grove, Lucan","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","32 Brookhaven Park, Blanchardstown","Dublin 15","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","34 Brighton Gardens, Rathgar, Dublin 6","","Dublin","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","49 Newgrange Road, Cabra, Dublin 7","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/05/2010","64 Achill Square, Waterville, Blanchardstown","Dublin 15","Dublin","€217,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
