Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/04/2010","105 cruise Park Drive, Tyrrelstown, Dublin 15","","Dublin","€310,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2010","11 Jugback Terrace, A\ppelwood Village, Swords","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","114 Tyrconnell Park, Inchicore, Dublin 8","Dublin 8","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","13 cypress park, templeogue, dublin","Dublin 6w","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","132 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN","Dublin 15","Dublin","€140,969.16","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2010","140 galtymore road, drimnagh, dublin","Dublin 12","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","143 Smithfield Village, Smithfield, Dublin 7","Dublin 7","Dublin","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","15 Deerpark Place, Kiltipper, Tallaght","","Dublin","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","15 Mountain Eagle View, Leopardstown Heights","","Dublin","€484,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","16 Kilmacud Park, Stillorgan, Dublin","","Dublin","€300,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","18 Martine Court, Skerries, County Dublin","","Dublin","€405,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","2 Holywell Avenue, Donaghmeade, Dublin 13","Dublin 13","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","21 Clonliffe Gardens, Clonliffe Road, Drumcondra","Dublin 3","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","24 Sheepmoor Lawn, Clonsilla","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","24 Victoria Villas, Clontarf, Dublin","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","25 STATIONCOURTWAY, COOLMINE","Dublin 15","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","25a Castleknock Drive, Laurel Lodge, Castleknock","Dublin 15","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","260 Crumlin Road, Dublin 12","Dublin 12","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","27 Portobello Road, Dublin 8","Dublin 8","Dublin","€18,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","27 Windsor Park, Monkstown","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","27 woodstown parade, knocklyon","","Dublin","€377,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","29 Seabury View, Malahide, Co.Dublin","","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","33 Eden Court, Rathfarnham, Dublin 16","Dublin 16","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","33 Merville Avenue, Fairview, Dublin 3","Dublin 3","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
