Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/01/2010","5 Braemor Drive, Churchtown, Co.Dublin","","Dublin","€343,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","1 Meadow Avenue, Dundrum, Dublin 14","","Dublin","€438,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","12 Sallymount Avenue, Ranelagh","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","206 Philipsburgh Avenue, Marino, Dublin 3","","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","22 Laverna Way, Castleknock, Dublin 15","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","23 Elton Park, Sandycove","","Dublin","€1,800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","29 Carysfort Woods, Blackrock","","Dublin","€547,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","33 RAGIAN ROAD, BALLSBRIDGE, DUBLIN 4","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","44 Allen Park Road, Stillorgan, County Dublin","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","49 ballynakelly green, newcastle","","Dublin","€499,600.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2010","5 Clancy Road, Finglas, Dublin 11","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","54., brides glen avenue, swords","","Dublin","€337,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","90 Suncroft Drive, Tallaght, Dublin 24","","Dublin","€147,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2010","The Mews, 11A Wyckham Park Road, Dundrum","Dublin 14","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","134 longboat quay north, sir john rogersons quay","Dublin 2","Dublin","€225,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"05/01/2010","15 spence, villas, glengear","","Dublin","€1,600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","3 Myrtle Square, The Coast, Baldoyle","Dublin 13","Dublin","€265,198.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2010","35 Charnwood Heath, Clonsilla, Dublin 15","","Dublin","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","6 Clonasleigh Lane, Shankill","","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","66 Villa Park Gardens, Navan Road","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","87 MANGERTON RAOD, DRIMNAGH","Dublin 12","Dublin","€182,556.12","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","9 Temple Manor Drive, Walkinstown, Dublin 12","Dublin 12","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","Apt 1 Linden Court, Blackrock","","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","11 Tritonville Court, Sandymount","Dublin 4","Dublin","€684,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","18 Earlsfort Court, Lucan, Co. Dublin","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","31 Gledswood Park, Clonskeagh, Dublin 14","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","58 Palmer Park, Ballyboden, Rathfarnham","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","84 Castleland Park View, Balbriggan","","Dublin","€325,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2010","9 Colthurst Green, Huntington Glen, Lucan","","Dublin","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","15 Griffith Drive, Finglas East","Dublin 11","Dublin","€183,927.15","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","16 Landscape Gardens, Churchtown","Dublin 14","Dublin","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","24 Drimnagh Road, Drimnagh, Dublin 12","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","32 Griffeen Glen Avenue, Lucan","","Dublin","€137,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","37 Castle Court, Killiney Hill Road, Killiney","","Dublin","€272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","7 moyclare avenue, baldoyle","Dublin 13","Dublin","€152,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","Unit 55  Heathfield Park, Heathfield, Cappagh Road  Finglas","","Dublin","€289,950.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2010","109 Dowland Road, Walkinstown","Dublin 9","Dublin","€251,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","14 Castleview Park, Malahide","","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","14 ST. AONGHUS ROAD, TALLAGHT","Dublin 24","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","15 Beechdale Place, Ballycullen","Dublin 24","Dublin","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","15 deselby lawns, blessington road","Dublin 24","Dublin","€220,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","2 Castlegate House, Adamstown","","Dublin","€195,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2010","21 Charnwood Gardens, Clonsilla","Dublin 13","Dublin","€210,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","21 Maple Avenue, Castleknock","Dublin 15","Dublin","€359,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","22 Grangeview Road, Clondalkin","Dublin 22","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","24 abbey park, killester avenue","Dublin 5","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","26 Sandyford Hall Park, Sandyford","Dublin 18","Dublin","€467,500.00","No","No","Second-Hand Dwelling house /Apartment",""
