Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/07/2015","1 COLIEMORE VILLAS, DALKEY, DUBLIN","","Dublin","€2,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","10 MELLOWES CRESCENT, FINGLAS WEST DUBLIN 11, DUBLIN","Dublin 11","Dublin","€176,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","10 THE SPINNAKER, ROBSWALL, MALAHIDE","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","105 MOURNE RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","11 Stocking Well Close, Stocking Avenue, Rathfarnham","Dublin 16","Dublin","€335,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/07/2015","120 Brandon Square, Waterville, Blanchardstown","","Dublin","€273,128.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/07/2015","13 OATFIELD CRESCENT, DUBLIN 22, DUBLIN","Dublin 22","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","13 ROCKVILLE PARK, BLACKROCK, DUBLIN","","Dublin","€481,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","131 Pearse Street, Dublin 2","Dublin 2","Dublin","€534,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","14 THE CRESCENT, ONGAR VILLAGE, ONGAR","Dublin 15","Dublin","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","147 Castlemoyne, Balgriffen","Dublin 13","Dublin","€458,149.77","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/07/2015","15 LARKFIELD WAY, LUCAN, DUBLIN","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","15 MYRTLE CLOSE THE COAST, BALDOYLE DUBLIN 13, DUBLIN","Dublin 13","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","16 GROVE PARK DRIVE, DUBLIN 11","Dublin 11","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","16 Seafort Parade, Blackrock, Co. Dublin","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","16 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","164 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","18 COPPINGER GLADE, STILLORGAN, DUBLIN","","Dublin","€348,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","18 GLENFIELD DR, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","18 SHANGAN HALL, SHANGAN RD, BALLYMUN DUBLIN 11","Dublin 9","Dublin","€105,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","23 ANNAMOE DR, CABRA, DUBLIN 7","Dublin 7","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","24 GRAY ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","26 KENILWORTH PARK, HAROLDS CROSS, DUBLIN 6W","","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","26 Wierview Drive, Stillorgan","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","27 BOROIMHE CEDARS, SWORDS, DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","3 BANCROFT EST, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","3 FOXBOROUGH GLEN, LUCAN, DUBLIN","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","3 REDWOOD AVE, KILNAMANAGH, DUBLIN 24","Dublin 24","Dublin","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","3 Seascape, Clontarf, Dublin 3","Dublin 3","Dublin","€462,555.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/07/2015","30 ARRAN COURT, WATERVILLE, BLANCHARDSTOWN","Dublin 15","Dublin","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","30 CLONTARF PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","31 ROCKVILLE CRESCENT, BLACKROCK, DUBLIN","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","34 LIFFEY WAY, LIFFEY VALLEY LUCAN, DUBLIN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","4 SHREWSBURY LODGE, JOHNSTOWN HILL, DUNLAOGHRE","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","418, SOUTH CIRCULAR ROAD, DUBLIN 8","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
