Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/05/2015","1 ASHTON GREEN, ASHTON BROC, SWORDS","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","1 LIFFEY DOWNS, LIFFEY VALLEY PARK, LUCAN","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","10 BAYVIEW GROVE, KILLINEY, DUBLIN","","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","10 Burnell Green, Northern Cross, Malahide Road","Dublin 17","Dublin","€106,230.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","10 Heathfield Grove, Cappagh Road, Finglas","Dublin 11","Dublin","€149,735.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","10 LORETO AVE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","100 BELGROVE PARK, MOUNT PROSPECT LAWNS, CLONTARF DUBLIN 3","Dublin 3","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","100 CASTLEVIEW RD, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","100 TALBOT HOUSE, DRYNAM HALL, KINSEALY","","Dublin","€154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","103 Burnell Court, Northern Cross, Malahide Road","Dublin 17","Dublin","€132,787.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","106 OLIVER PLUNKETT RD, MONKSTOWN, DUBLIN","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","11 Burnell Green, Northern Cross, Malahide Road","Dublin 17","Dublin","€106,230.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","11 ORCHARD RD, CLONLIFFE RD, DUBLIN 3","Dublin 3","Dublin","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","115 THE ELMS, MOUNT MERRION AVE, BLACKROCK","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","12 Burnell Green, Northern Cross, Malahide Road","Dublin 17","Dublin","€132,787.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","12 HEATHFIELD GROVE, CAPPAGH ROAD, FINGLAS","Dublin 11","Dublin","€149,735.68","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/05/2015","12 ST MELS AVE, GREENHILLS, WALKINSTOWN DUBLIN 12","Dublin 12","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","127 Burnell Court, Northern Cross, Malahide Road","Dublin 17","Dublin","€132,787.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","13 Burnell Green, Northern Cross, Malahide Road","Dublin 17","Dublin","€132,787.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/05/2015","130 Burnell Court, Northern Cross, Malahide Road","Dublin 17","Dublin","€132,787.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
