Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/11/2014","12 GREENWOOD AVE, MALAHIDE RD, DUBLIN 13","Dublin 13","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/11/2014","155 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14","Dublin 14","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","11 THE RECTORY, ENNISKERRY RD, STEPASIDE DUBLIN 18","Dublin 18","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","13 CROYDON TERRACE, MARINO, DUBLIN 3","Dublin 3","Dublin","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","14 GLASNAMANA RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","14 MOUNT AUBURN, KILLINEY, AUBURN","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","14 SALLOWOOD VIEW, SANTRY, DUBLIN 9","Dublin 9","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","15B BAYHILL, HOWTH, BAYHILL","Dublin 13","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","16 HYBREASAL HOUSE, SOUTH CIRCULAR RD, DUBLIN","Dublin 8","Dublin","€104,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","16 Leinster Street East, North Strand, Dublin 3","Dublin 3","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","17 BEECHFIELD COURT CASTAHENEY, CLONEE DUBLIN 15, DUBLIN","Dublin 15","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","17 Cherrygarth, Rivervalley, Sword","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","20 COOLATREE PARK, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€299,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","30 HAZELWOOD CRESCENT, GREEN PARK, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","31 COOLATREE RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","394 HAROLDS CROSS RD, DUBLIN 6W, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","41 ARKLOW ST, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","45 SEAPARK, MOUNT PROSPECT AVE, CLONTARF","Dublin 3","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","54 Heathfield Terrace, Cappagh Road, Finglas","Dublin 11","Dublin","€133,304.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/11/2014","6 THE ELMS, RIDGEWOOD, FOREST ROAD SWORDS","","Dublin","€197,357.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/11/2014","7 TEMPLE HALL, PARNELL ST, DUBLIN 1","Dublin 1","Dublin","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","77A Beechwood Lawn, Dun Laoghaire","","Dublin","€486,784.14","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/11/2014","79 Heathfield View, Cappagh Road, Finglas","Dublin 11","Dublin","€158,835.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/11/2014","8 EGLINGTON TERRACE, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","80 ST AIDANS DR, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€566,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","84 GROSVENOR SQ, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€1,030,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","APT 82 KILTIPPER GATE, KILTIPPER WAY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/11/2014","THE BUNGALOW TUBBERBORR, ST MARGARETS, DUBLIN","","Dublin","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","1 Bramley Grove, Castleknock","Dublin 15","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","10 ST JOHNS CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","116 Hampton Wood Road, Hamtpon Wood, Dublin 11","","Dublin","€211,454.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","12 BEACON BUILDING, ROYAL CANAL PARK, DUBLIN 15","Dublin 15","Dublin","€122,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","13 BARTON COURT, BARTON RD EAST, DUBLIN 14","Dublin 14","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","139 CHERRY AVE RIVERVALLEY SWORDS, DUBLIN","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","13A Moreen Park, Sandyford, Dublin","Dublin 16","Dublin","€333,502.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","14 DANES CT, LUSK VILLAGE, LUSK","","Dublin","€263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","15 MAYBERRY PARK, KILNAMANAGH, TALLAGHT","Dublin 24","Dublin","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","162 Hampton Wood Road, Hampton Wood","Dublin 11","Dublin","€191,057.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","17 GROVE WOOD, FINGLAS PARK, DUBLIN 11","Dublin 11","Dublin","€282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","17 MOATFIELD AVE, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","18 the elms, ridgewood, swords","","Dublin","€245,814.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","19 ANNER RD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","2 Blackglen Heath, Aikens Village, Stepaside","","Dublin","€306,607.93","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"04/11/2014","2 EGLINTON WOODS, EGLINTON RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","2 The Crofton, Georges Place, Dun Laoghaire","","Dublin","€384,140.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","22 The View, Carrickmines Manor, Glenamuck Road","Dublin 18","Dublin","€209,692.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"04/11/2014","28 SADDLERS COURT, ARDEE RD, DUBLIN","Dublin 6","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","30 THE MILLHOUSE, STEELWORKS, FOLEY ST DUBLIN 1","Dublin 1","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","31 WOODVALE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","34 CASTLE GROVE, KILGOBBIN WOOD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","34A Main Street, Howth","Dublin 13","Dublin","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","4 STRANDMILL AVE, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","41 REGINALD ST, THE COOMBE, DUBLIN 8","Dublin 8","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","52 MOYNE RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€1,122,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","57 RINGSEND PARK, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","59 BLOCK A, SMITHFIELD MARKET, DUBLIN 7","Dublin 7","Dublin","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","6 BARCLAY COURT, BLACKROCK, DUBLIN","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","64 ROSSMORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","7 Brickfield Way, Honeypark, Dun Laoghaire","","Dublin","€572,687.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","77 Seabrook, Rush, Co. Dublin","","Dublin","€225,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","78 Brandon Square, Waterville, Blanchardstown","Dublin 15","Dublin","€252,863.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/11/2014","Apartment 48, Trinity Plaza, Tara Street","Dublin 2","Dublin","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","Apt 53 Hazelwood, Northwood, Santry","Dublin 9","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","Apt 74 Hazelwood, Northwood, Santry","Dublin 9","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","Apt 77 Hazelwood, Northwood, Santry","Dublin 9","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","BROOK COTTAGE, 14 ESKER LANE, LUCAN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","DEANSTOWN, SWORDS, DUBLIN","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","DERRAVARAGH, 6 MONASTERY RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","Fleenstown, The Ward","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/11/2014","TAPTON, GRANITE BUNGALOW, MURPHYSTOWN RD","Dublin 18","Dublin","€940,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/11/2014","1 ARDEEN, LUCAN, DUBLIN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/11/2014","1 CHURCHWELL DR, BALGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/11/2014","10 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€351,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/11/2014","10 GROVE GARDENS, VERDEMONT, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
